year,month,Row Labels,Sum of Administered,Sum of Administered_Janssen,Sum of Administered_Moderna,Sum of Administered_Pfizer,Sum of Administered_Unk_Manuf,Sum of Series_Complete_Yes,Sum of Series_Complete_Pop_Pct,Sum of Series_Complete_Janssen,Sum of Series_Complete_Moderna,Sum of Series_Complete_Pfizer,Sum of Series_Complete_Unk_Manuf,All other conditions_with_covid,Alzheimer disease_with_covid,Circulatory diseases_with_covid,COVID-19,Diabetes_with_covid,"Intentional and unintentional injury, poisoning_with_covid",Malignant neoplasms_with_covid,Obesity_with_covid,Renal failure_with_covid,Respiratory diseases_with_covid,Sepsis_with_covid,Vascular and unspecified dementia_with_covid,COVID_Death_count,Sum of Natural Cause,Sum of Septicemia,Sum of Malignant neoplasms,Sum of Diabetes mellitus,Sum of Influenza and pneumonia,Sum of Alzheimer,Sum of Chronic lower respiratory,Sum of Other diseases of respiratory system,Sum of Nephritis,Sum of not elsewhere classified,Sum of Diseases of heart ,Sum of Cerebrovascular diseases
2021,8,Florida,685209220,33043578,264929587,385137014,2099041,314573879,1464.6,32531633,115018197,166368410,655639,948,19,1297,2732,278,10,99,131,208,3600,205,127,9654,25628,222,3579,796,234,563,937,261,286,1010,4044,1245
2021,8,Georgia,269646912,7180561,111725710,150607706,132935,122385921,1152.6,7104012,49496281,65738284,47344,83,0,30,292,10,0,0,0,0,256,0,0,671,8817,145,1411,227,97,375,356,160,178,148,1671,378
2021,8,Hawaii,50616001,1213510,17443767,29239514,2719210,22286579,1574.3,1230644,7617784,12913630,524521,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,91,192,152,106,51,244,74,113,90,219,76
2021,8,Idaho,40900659,1691162,17271925,21892024,45548,19763046,1105.8,1684314,7939700,10126628,12404,0,0,0,55,0,0,0,0,0,24,0,0,79,1254,91,224,152,106,100,63,99,113,95,253,111
2021,8,Illinois,408384742,14779337,154921360,238215837,468208,182756864,1442.3,14572712,66627083,101403419,153650,59,0,29,175,23,0,0,56,0,144,0,0,430,8213,112,1761,233,107,281,356,113,193,438,1786,445
2021,8,Indiana,180645196,6803705,69167391,104028710,645390,88106078,1308.9,6678940,32595407,48629447,202284,10,0,0,92,0,0,0,0,0,68,0,0,170,5187,77,1066,195,70,163,346,106,117,88,1125,237
2021,8,Iowa,93214094,3988693,38503224,50717698,4479,46198737,1464,3917689,18582515,23694731,3802,0,0,0,25,0,0,0,0,0,0,0,0,25,2282,91,494,68,90,102,123,73,113,105,558,99
2021,8,Kansas,81164173,2832853,33454220,44852357,24743,39286399,1348.4,2797169,15581267,20898625,9338,47,0,0,126,0,0,0,0,0,144,0,0,317,2239,91,423,63,89,62,96,60,79,102,410,109
2021,8,Kentucky,126354103,5283857,54235529,66816291,18426,60684548,1358.5,5211090,24844790,30601932,26736,10,0,0,70,0,0,0,0,0,15,0,0,95,4090,69,750,116,79,113,239,63,88,85,870,184
2021,8,Louisiana,113360066,4201791,49474228,59646811,37236,52170409,1122.4,4001313,22066934,26084701,17461,63,0,0,291,0,0,0,0,0,318,0,0,672,4687,71,671,164,59,182,153,86,63,71,920,171
2021,8,Maine,49303061,3212324,20474934,25596316,19487,25199966,1874.6,3164883,9791049,12239117,4917,0,0,0,0,0,0,0,0,0,0,0,0,0,1077,68,241,48,106,176,87,99,113,63,268,106
2021,8,Maryland,214235252,8202312,81291094,124470105,271741,105241388,1740.6,8000951,38385112,58777745,77580,245,0,0,23,0,0,0,0,0,0,0,0,23,3473,66,790,116,47,76,141,77,47,101,795,225
2021,8,Massachusetts,269451206,9093719,106053912,154297335,6240,129580718,1880,9128520,48857150,71592291,2757,0,0,0,26,0,0,0,0,0,0,0,0,26,4294,65,1017,93,51,92,188,64,91,448,795,162
2021,8,Michigan,289256085,10107582,116204213,162901612,42678,143585413,1437.7,10277280,55808849,77476135,23149,11,0,0,100,0,0,0,0,0,40,0,0,151,7279,80,1622,230,78,279,372,101,119,330,1857,411
2021,8,Minnesota,180335805,8104730,69182029,103014977,34069,89417850,1585.7,8128532,32614819,48662858,11641,0,0,0,23,0,0,0,0,0,0,0,0,23,3224,71,780,123,106,149,153,66,95,72,623,202
2021,8,Mississippi,66701403,1937192,29028898,35701600,33713,31029442,1042.9,1912249,13133322,15978561,5310,101,0,70,323,30,0,0,0,0,402,0,0,926,3488,91,470,128,51,129,184,73,78,62,670,148
2021,8,Missouri,165364929,5590896,61505203,98250177,18653,76642076,1249.2,5625611,27770384,43241453,4628,121,0,30,403,20,0,0,0,13,420,0,0,1007,5906,90,1085,134,64,201,294,131,131,91,1185,241
2021,8,Montana,28841894,1223099,12720034,14877877,20884,13959976,1306.2,1191243,5920065,6841739,6929,0,0,0,10,0,0,0,0,0,0,0,0,10,947,91,160,149,106,174,111,99,113,67,216,210
2021,8,Nebraska,57927044,2137661,22412209,33260282,116892,28348927,1465.6,2143261,10614279,15557918,33469,0,0,0,11,0,0,0,0,0,0,0,0,11,1344,68,301,150,106,97,113,99,113,80,262,69
2021,8,Nevada,89289455,4076659,33373014,51839311,471,41005533,1330.9,4007233,15100552,21896939,809,68,0,28,192,0,0,0,0,0,280,0,0,568,2575,91,424,68,106,71,104,99,113,109,589,87
2021,8,New Hampshire,47306966,1961344,19238779,26106143,700,23236273,1708.9,1864437,9208621,12162178,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,934,91,213,185,79,130,52,99,85,88,214,101
2021,8,New Jersey,309187354,11814570,122579053,174792861,870,153862271,1732.4,11987407,57951179,83920498,3187,10,0,10,90,0,0,0,0,0,89,0,0,199,5397,145,1178,141,83,158,191,118,111,335,1259,252
2021,8,New Mexico,74058471,2638387,31991574,39288801,139709,35493132,1692.9,2596023,14497001,18358579,41529,0,0,0,10,0,0,0,0,0,0,0,0,10,1534,91,259,92,106,86,72,99,95,147,249,73
2021,8,New York,684556437,30184771,266161623,388005452,204591,329635529,1694.6,28631853,123507642,177445312,50722,32,0,17,234,0,0,0,0,0,117,0,0,400,11909,170,2620,323,273,239,465,198,205,839,2995,491
2021,8,North Carolina,291406688,10893467,113423772,167076144,13305,136303935,1299.7,10705408,50759225,74837168,2134,0,0,0,28,0,0,0,0,0,0,0,0,28,3604,91,586,76,91,119,96,99,96,314,514,129
2021,8,North Dakota,19667018,879963,8215077,10571978,0,9008387,1182.3,794483,3665599,4548276,29,0,0,0,0,0,0,0,0,0,0,0,0,0,450,68,101,185,106,219,244,74,113,126,86,265
2021,8,Ohio,328694222,13593786,131938641,182694505,467290,160444931,1372.6,13120118,61669119,85516088,139606,10,0,0,53,0,0,0,0,0,0,0,0,63,9545,148,1993,291,106,355,502,179,163,630,2141,489
2021,8,Oklahoma,104942838,3155800,45218432,56564463,4143,47778171,1207.4,3111657,19924162,24740413,1939,23,0,22,115,0,0,0,0,0,25,0,0,185,3881,91,683,115,75,109,219,79,99,338,803,122
2021,8,Oregon,140352497,5597070,54369624,80293713,92090,69552219,1649,5522379,25760005,38249531,20304,0,0,0,63,0,0,0,0,0,11,0,0,74,3304,91,659,103,106,158,123,61,77,145,568,155
2021,8,Pennsylvania,433804696,17302265,176834123,239650276,18032,199107156,1555.3,17373432,77226625,104494011,13088,38,0,0,126,0,0,0,0,0,65,0,0,229,9570,209,2164,259,130,291,406,152,220,430,2249,459
2021,8,Rhode Island,39386558,1432828,15297112,22642040,14578,19323866,1824.1,1437437,7230820,10652436,3173,0,0,0,0,0,0,0,0,0,0,0,0,0,758,23,178,185,106,131,144,74,113,85,162,107
2021,8,South Carolina,132975932,4774819,53292509,74877064,31540,62292048,1209.6,4688495,23519246,34076936,7371,35,0,0,101,0,0,0,0,0,61,0,0,197,4670,65,793,111,76,173,196,69,66,232,859,218
2021,8,South Dakota,25334228,851689,10752033,13729436,1070,12291782,1389.6,853812,5116849,6320599,522,0,0,0,0,0,0,0,0,0,0,0,0,0,587,68,136,185,106,176,198,99,57,63,115,265
2021,8,Tennessee,174001665,5469317,69042217,98849629,640502,79594330,1165.5,5278876,30497492,43637948,180014,81,0,10,283,0,0,0,0,0,253,0,0,627,6993,80,1146,208,90,225,342,82,88,384,1393,329
2021,8,Texas,831546012,33398550,328113795,470010502,23165,381305197,1315.1,32517317,145561279,203205253,21348,333,0,428,977,141,0,22,88,103,1073,94,14,3273,21961,259,3430,609,217,744,804,216,362,821,3805,924
2021,8,Utah,90186904,4049851,35457561,50679492,0,42816323,1335,3971028,16119605,22725600,90,0,0,0,72,0,0,0,0,0,22,0,0,94,1632,91,286,66,106,73,72,99,113,62,314,72
2021,8,Vermont,25209268,1201055,10343964,13643905,20344,12214686,1957.4,1163010,4701066,6343642,6968,0,0,0,0,0,0,0,0,0,0,0,0,0,449,23,115,139,26,219,193,50,57,126,107,265
2021,8,Virginia,288283652,10556777,107631527,170000365,94983,137905238,1615.6,10363832,49802988,77703912,34506,0,0,0,36,0,0,0,0,0,0,0,0,36,5895,77,1197,195,67,193,263,91,108,328,1225,315
2021,8,Washington,267392462,11319476,104490686,151401693,180607,129821078,1705.3,11235083,48953341,69573913,58741,40,0,0,90,0,0,0,0,0,94,0,0,224,4806,79,1076,140,81,261,206,70,113,206,929,225
2021,8,West Virginia,43440595,1132768,19835994,22461681,10152,20432309,1140.2,1172232,9028236,10224948,6893,0,0,0,0,0,0,0,0,0,0,0,0,0,696,91,330,151,53,164,161,74,85,42,372,87
2021,8,Wisconsin,182604759,7420091,73741755,101420269,22644,88945642,1527.5,7179633,34405657,47350594,9758,26,0,0,47,0,0,0,0,0,0,0,0,73,4074,63,872,113,65,173,191,78,93,202,937,152
2021,8,Wyoming,13329761,582196,6193385,6547162,7018,6285976,1086.3,549682,2770385,2964128,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,435,45,80,185,79,174,195,99,57,94,91,265
